plate,unit,mainLines,minorLines
51B20928,HTX 26,34,90
51B20955,HTX 26,34,90
51B21023,HTX 26,34,90
51B21052,HTX 26,34,90
51B21057,HTX 26,34,90
51B21063,HTX 26,34,90
51B21074,HTX 26,34,90
51B21091,HTX 26,34,90
51B21093,HTX 26,34,90
51B21097,HTX 26,34,90
51B21101,HTX 26,34,90
51B21114,HTX 26,34,90
51B21133,HTX 26,34,90
51B21153,HTX 26,34,90
51B21162,HTX 26,34,90
51B21187,HTX 26,34,90
51B21191,HTX 26,34,90
51B21456,HTX 26,34,90
51B21605,HTX 26,34,90
51B21615,HTX 26,34,90
51B21625,HTX 26,34,90
51B21692,HTX 26,34,90
51B21756,HTX 26,34,90
51B21802,HTX 26,34,90
51B21815,HTX 26,34,90
51B21820,HTX 26,34,90
51B21836,HTX 26,34,90
51B21843,HTX 26,34,90
51B21850,HTX 26,34,90
51B21866,HTX 26,34,90
51B21869,HTX 26,34,90
51B21876,HTX 26,34,90
51B21880,HTX 26,34,90
51B21889,HTX 26,34,90
51B21925,HTX 26,34,90
51B21948,HTX 26,34,90
51B21954,HTX 26,34,90
51B21977,HTX 26,34,90
51B21993,HTX 26,34,90
51B21453,HTX 26,77,90
51B21648,HTX 26,77,90
51B21826,HTX 26,77,90
51B21858,HTX 26,77,90
51B21861,HTX 26,77,90
51B21881,HTX 26,77,90
51B21888,HTX 26,77,90
51B21894,HTX 26,77,90
51B21900,HTX 26,77,90
51B21922,HTX 26,77,90
51B21928,HTX 26,77,90
51B21931,HTX 26,77,90
51B21939,HTX 26,77,90
51B21958,HTX 26,77,90
51B21962,HTX 26,77,90
51B21965,HTX 26,77,90
51B21966,HTX 26,77,90
51B21989,HTX 26,77,90
51B20928,HTX 26,75,
51B20955,HTX 26,75,
51B21023,HTX 26,75,
51B21052,HTX 26,75,
51B21057,HTX 26,75,
51B21063,HTX 26,75,
51B21074,HTX 26,75,
51B21091,HTX 26,75,
51B21093,HTX 26,75,
51B21097,HTX 26,75,
51B21101,HTX 26,75,
51B21114,HTX 26,75,
51B21133,HTX 26,75,
51B21153,HTX 26,75,
51B21162,HTX 26,75,
51B21187,HTX 26,75,
51B21191,HTX 26,75,
51B21456,HTX 26,75,
51B21605,HTX 26,75,
51B21615,HTX 26,75,
51B21625,HTX 26,75,
51B21692,HTX 26,75,
51B21756,HTX 26,75,
51B21802,HTX 26,75,
51B21815,HTX 26,75,
51B21820,HTX 26,75,
51B21836,HTX 26,75,
51B21843,HTX 26,75,
51B21850,HTX 26,75,
51B21866,HTX 26,75,
51B21869,HTX 26,75,
51B21876,HTX 26,75,
51B21880,HTX 26,75,
51B21889,HTX 26,75,
51B21925,HTX 26,75,
51B21948,HTX 26,75,
51B21954,HTX 26,75,
51B21977,HTX 26,75,
51B21993,HTX 26,75,
51B27428,CTY 26,20,
51B27648,CTY 26,20,
51B27703,CTY 26,20,
51B27725,CTY 26,20,
51B27800,CTY 26,20,
51B27810,CTY 26,20,
51B27813,CTY 26,20,
51B27820,CTY 26,20,
51B27829,CTY 26,20,
51B27836,CTY 26,20,
51B27838,CTY 26,20,
51B27842,CTY 26,20,
51B27847,CTY 26,20,
51B27849,CTY 26,20,
51B27857,CTY 26,20,
51B27862,CTY 26,20,
51B27888,CTY 26,20,
51B27891,CTY 26,20,
51B27905,CTY 26,20,
51B27912,CTY 26,20,
51B27913,CTY 26,20,
51B27922,CTY 26,20,
51B27934,CTY 26,20,
51B27940,CTY 26,20,
51B27941,CTY 26,20,
51B27942,CTY 26,20,
51B27949,CTY 26,20,
51B27952,CTY 26,20,
51B27962,CTY 26,20,
51B27965,CTY 26,20,
51B27983,CTY 26,20,
51B27988,CTY 26,20,
51B27991,CTY 26,20,
51B16669,CTY 26,110,
51B16419,CTY 26,110,
51B16532,CTY 26,110,
51B16559,CTY 26,110,
51B16481,CTY 26,110,
51B16672,CTY 26,110,
51B16443,CTY 26,110,
51B16198,CTY 26,110,
51B16644,CTY 26,110,
51B16639,CTY 26,110,
51B16613,CTY 26,110,
51B16569,CTY 26,110,
51B16395,CTY 26,110,
51B16555,CTY 26,110,
51B16622,CTY 26,110,
51B16479,CTY 26,110,
51B22536,CTY 26,110,
51B22425,CTY 26,110,
51B22524,CTY 26,110,
51B30923,CTY 26,110,
51B30885,CTY 26,110,
51B30842,CTY 26,110,
51B22367,CTY 26,140,
51B22514,CTY 26,140,
51B22573,CTY 26,140,
51B22560,CTY 26,140,
51B22423,CTY 26,140,
51B22556,CTY 26,140,
51B22303,CTY 26,140,
51B22416,CTY 26,140,
51B22596,CTY 26,140,
51B22554,CTY 26,140,
51B22396,CTY 26,140,
51B22424,CTY 26,140,
51B22571,CTY 26,140,
51B30905,CTY 26,140,
51B30938,CTY 26,140,
51B16188,LH HTX VTTP,14,
51B16171,LH HTX VTTP,14,
51B16407,LH HTX VTTP,14,
51B16458,LH HTX VTTP,14,
51B16615,LH HTX VTTP,14,
51B16620,LH HTX VTTP,14,
51B16645,LH HTX VTTP,14,
51B16666,LH HTX VTTP,14,
51B16667,LH HTX VTTP,14,
51B16744,LH HTX VTTP,14,
51B16671,LH HTX VTTP,14,
51B16457,LH HTX VTTP,14,
51B16589,LH HTX VTTP,14,
51B16497,LH HTX VTTP,14,
51B16281,LH HTX VTTP,14,
51B16587,LH HTX VTTP,14,
51B1662-1,LH HTX VTTP,14,
51B16177,LH HTX VTTP,14,
51B16512,LH HTX VTTP,14,
51B16192,LH HTX VTTP,14,
51B16579,LH HTX VTTP,14,
51B16459,LH HTX VTTP,14,
51B16534,LH HTX VTTP,14,
51B16608,LH HTX VTTP,14,
51B16575,LH HTX VTTP,14,
51B16558,LH HTX VTTP,14,
51B16531,LH HTX VTTP,14,
51B16440,LH HTX VTTP,14,
51B16642,LH HTX VTTP,14,
51B16629,LH HTX VTTP,14,
51B16308,LH HTX VTTP,14,
51B16541,LH HTX VTTP,14,
53N3370,LH HTX VTTP,9,
53N3346,LH HTX VTTP,9,
53N3342,LH HTX VTTP,9,
53N3350,LH HTX VTTP,9,
53N3347,LH HTX VTTP,9,
53N3344,LH HTX VTTP,9,
53N3452,LH HTX VTTP,9,
53N3348,LH HTX VTTP,9,
53N3340,LH HTX VTTP,9,
53N3450,LH HTX VTTP,9,
53N3371,LH HTX VTTP,9,
53N3352,LH HTX VTTP,9,
53N3343,LH HTX VTTP,9,
53N3453,LH HTX VTTP,9,
53N3339,LH HTX VTTP,9,
53N3349,LH HTX VTTP,9,
53N3366,LH HTX VTTP,9,
53N3372,LH HTX VTTP,9,
53N3359,LH HTX VTTP,9,
53N4314,LH HTX VTTP,9,
53N4315,LH HTX VTTP,9,
53N4316,LH HTX VTTP,9,
53N4318,LH HTX VTTP,9,
53N4319,LH HTX VTTP,9,
51B27664,LH HTX VTTP,9,
53N8525,LH HTX VTTP,9,
53N8550,LH HTX VTTP,9,
53N8552,LH HTX VTTP,9,
53N3439,LH HTX VTTP,47,
53N3341,LH HTX VTTP,47,
53N3338,LH HTX VTTP,47,
53N3438,LH HTX VTTP,47,
53N3351,LH HTX VTTP,47,
53N3449,LH HTX VTTP,47,
53N3437,LH HTX VTTP,47,
53N3345,LH HTX VTTP,47,
53N3337,LH HTX VTTP,47,
53N3448,LH HTX VTTP,47,
53N3451,LH HTX VTTP,47,
53N3357,LH HTX VTTP,47,
53N4317,LH HTX VTTP,47,
53N4320,LH HTX VTTP,47,
53N8530,LH HTX VTTP,47,
53N8544,LH HTX VTTP,47,
53N8546,LH HTX VTTP,47,
51B04055,LH HTX VTTP,104,
51B04056,LH HTX VTTP,104,
51B04057,LH HTX VTTP,104,
51B04058,LH HTX VTTP,104,
51B04059,LH HTX VTTP,104,
51B05720,LH HTX VTTP,104,
51B05721,LH HTX VTTP,104,
51B05722,LH HTX VTTP,104,
51B05723,LH HTX VTTP,104,
51B05724,LH HTX VTTP,104,
51B05728,LH HTX VTTP,104,
51B05729,LH HTX VTTP,104,
51B00822,LH HTX VTTP,104,
51B09336,LH HTX VTTP,104,
51B09457,LH HTX VTTP,104,
51B09599,LH HTX VTTP,104,
51B09713,LH HTX VTTP,104,
51B09196,LH HTX VTTP,104,
51B08734,LH HTX VTTP,104,
51B09505,LH HTX VTTP,104,
51B11891,LH HTX VTTP,104,
51B11938,LH HTX VTTP,104,
51B12249,LH HTX VTTP,104,
51B14321,LH HTX VTTP,104,
51B14424,LH HTX VTTP,104,
51B14893,LH HTX VTTP,104,
51B17245,LH HTX VTTP,104,
51B19492,LH HTX VTTP,104,
51B19633,LH HTX VTTP,104,
51B19693,LH HTX VTTP,104,
51B19774,LH HTX VTTP,104,
51B19806,LH HTX VTTP,104,
51B19921,LH HTX VTTP,104,
51B19940,LH HTX VTTP,104,
51B19954,LH HTX VTTP,104,
51B24819,HTX Việt Thắng,22,
51B25007,HTX Việt Thắng,22,
51B25208,HTX Việt Thắng,22,
51B25228,HTX Việt Thắng,22,
51B25231,HTX Việt Thắng,22,
51B25277,HTX Việt Thắng,22,
51B25305,HTX Việt Thắng,22,
51B25306,HTX Việt Thắng,22,
51B25307,HTX Việt Thắng,22,
51B25323,HTX Việt Thắng,22,
51B25356,HTX Việt Thắng,22,
51B25358,HTX Việt Thắng,22,
51B25365,HTX Việt Thắng,22,
51B25388,HTX Việt Thắng,22,
51B25392,HTX Việt Thắng,22,
51B14674,HTX Việt Thắng,25,
51B14725,HTX Việt Thắng,25,
51B14736,HTX Việt Thắng,25,
51B15029,HTX Việt Thắng,25,
51B15077,HTX Việt Thắng,25,
51B15176,HTX Việt Thắng,25,
51B15188,HTX Việt Thắng,25,
51B15197,HTX Việt Thắng,25,
51B15226,HTX Việt Thắng,25,
51B15257,HTX Việt Thắng,25,
51B15263,HTX Việt Thắng,25,
51B15265,HTX Việt Thắng,25,
51B15636,HTX Việt Thắng,25,
51B15744,HTX Việt Thắng,25,
51B15796,HTX Việt Thắng,25,
51B19487,HTX Việt Thắng,25,
51B21635,HTX Việt Thắng,58,
51B21687,HTX Việt Thắng,58,
51B21736,HTX Việt Thắng,58,
51B21762,HTX Việt Thắng,58,
51B21810,HTX Việt Thắng,58,
51B21832,HTX Việt Thắng,58,
51B21886,HTX Việt Thắng,58,
51B21909,HTX Việt Thắng,58,
51B21910,HTX Việt Thắng,58,
51B21937,HTX Việt Thắng,58,
51B21938,HTX Việt Thắng,58,
51B21963,HTX Việt Thắng,58,
51B21972,HTX Việt Thắng,58,
51B21974,HTX Việt Thắng,58,
51B08003,HTX Việt Thắng,61,
51B08012,HTX Việt Thắng,61,
51B08040,HTX Việt Thắng,61,
51B08052,HTX Việt Thắng,61,
51B08078,HTX Việt Thắng,61,
51B08079,HTX Việt Thắng,61,
51B08081,HTX Việt Thắng,61,
51B08098,HTX Việt Thắng,61,
51B08132,HTX Việt Thắng,61,
51B08169,HTX Việt Thắng,61,
51B08174,HTX Việt Thắng,61,
51B08181,HTX Việt Thắng,61,
51B08182,HTX Việt Thắng,61,
51B08235,HTX Việt Thắng,61,
51B08236,HTX Việt Thắng,61,
51B08241,HTX Việt Thắng,61,
51B24642,HTX Việt Thắng,81,
51B24718,HTX Việt Thắng,81,
51B24789,HTX Việt Thắng,81,
51B24885,HTX Việt Thắng,81,
51B24907,HTX Việt Thắng,81,
51B24967,HTX Việt Thắng,81,
51B25003,HTX Việt Thắng,81,
51B25023,HTX Việt Thắng,81,
51B25028,HTX Việt Thắng,81,
51B25032,HTX Việt Thắng,81,
51B25047,HTX Việt Thắng,81,
51B25070,HTX Việt Thắng,81,
51B25076,HTX Việt Thắng,81,
51B25080,HTX Việt Thắng,81,
51B25083,HTX Việt Thắng,81,
51B25091,HTX Việt Thắng,81,
51B25122,HTX Việt Thắng,81,
51B25150,HTX Việt Thắng,81,
51B25156,HTX Việt Thắng,81,
51B25164,HTX Việt Thắng,81,
51B25177,HTX Việt Thắng,81,
51B25182,HTX Việt Thắng,81,
51B25201,HTX Việt Thắng,81,
51B25225,HTX Việt Thắng,81,
51B25293,HTX Việt Thắng,81,
51B25302,HTX Việt Thắng,81,
51B25311,HTX Việt Thắng,81,
51B25316,HTX Việt Thắng,81,
51B25345,HTX Việt Thắng,81,
51B25349,HTX Việt Thắng,81,
51B25377,HTX Việt Thắng,81,
51B25379,HTX Việt Thắng,81,
51B25393,HTX Việt Thắng,81,
51B20402,HTX Việt Thắng,100,
51B20403,HTX Việt Thắng,100,
51B20406,HTX Việt Thắng,100,
51B20408,HTX Việt Thắng,100,
51B20420,HTX Việt Thắng,100,
51B20432,HTX Việt Thắng,100,
51B20444,HTX Việt Thắng,100,
51B20484,HTX Việt Thắng,100,
51B20491,HTX Việt Thắng,100,
51B20497,HTX Việt Thắng,100,
51B20535,HTX Việt Thắng,100,
51B20539,HTX Việt Thắng,100,
51B20549,HTX Việt Thắng,100,
51B23483,HTX Việt Thắng,32,74
51B23686,HTX Việt Thắng,32,74
51B23804,HTX Việt Thắng,32,74
51B23806,HTX Việt Thắng,32,74
51B23825,HTX Việt Thắng,32,74
51B23827,HTX Việt Thắng,32,74
51B23834,HTX Việt Thắng,32,74
51B23849,HTX Việt Thắng,32,74
51B23855,HTX Việt Thắng,32,74
51B23857,HTX Việt Thắng,32,74
51B23860,HTX Việt Thắng,32,74
51B23865,HTX Việt Thắng,32,74
51B23869,HTX Việt Thắng,32,74
51B23885,HTX Việt Thắng,32,74
51B23894,HTX Việt Thắng,32,74
51B23902,HTX Việt Thắng,32,74
51B23909,HTX Việt Thắng,32,74
51B23921,HTX Việt Thắng,32,74
51B23925,HTX Việt Thắng,32,74
51B23933,HTX Việt Thắng,32,74
51B23935,HTX Việt Thắng,32,74
51B23952,HTX Việt Thắng,32,74
51B23953,HTX Việt Thắng,32,74
51B23954,HTX Việt Thắng,32,74
51B23959,HTX Việt Thắng,32,74
51B23980,HTX Việt Thắng,32,74
51B23987,HTX Việt Thắng,32,74
51B23989,HTX Việt Thắng,32,74
51B23990,HTX Việt Thắng,32,74
51B24025,HTX Việt Thắng,32,74
51B24040,HTX Việt Thắng,32,74
51B24054,HTX Việt Thắng,32,74
51B24070,HTX Việt Thắng,32,74
51B24081,HTX Việt Thắng,32,74
51B24092,HTX Việt Thắng,32,74
51B24098,HTX Việt Thắng,32,74
51B24125,HTX Việt Thắng,32,74
51B24127,HTX Việt Thắng,32,74
51B24156,HTX Việt Thắng,32,74
51B24164,HTX Việt Thắng,32,74
51B24165,HTX Việt Thắng,32,74
51B24179,HTX Việt Thắng,32,74
51B24196,HTX Việt Thắng,32,74
51B24197,HTX Việt Thắng,32,74
51B24198,HTX Việt Thắng,32,74
51B24204,HTX Việt Thắng,32,74
51B24205,HTX Việt Thắng,32,74
51B24223,HTX Việt Thắng,32,74
51B24227,HTX Việt Thắng,32,74
51B24231,HTX Việt Thắng,32,74
51B24237,HTX Việt Thắng,32,74
51B24250,HTX Việt Thắng,32,74
51B24291,HTX Việt Thắng,32,74
51B24321,HTX Việt Thắng,32,74
51B24323,HTX Việt Thắng,32,74
51B24324,HTX Việt Thắng,32,74
51B24334,HTX Việt Thắng,32,74
51B24335,HTX Việt Thắng,32,74
51B24361,HTX Việt Thắng,32,74
51B24369,HTX Việt Thắng,32,74
51B24373,HTX Việt Thắng,32,74
51B24380,HTX Việt Thắng,32,74
51B24386,HTX Việt Thắng,32,74
53N5104,HTX Việt Thắng,94,
53N5107,HTX Việt Thắng,94,
53N5167,HTX Việt Thắng,94,
53N5206,HTX Việt Thắng,94,
53N5209,HTX Việt Thắng,94,
53N5211,HTX Việt Thắng,94,
53N5214,HTX Việt Thắng,94,
53N5216,HTX Việt Thắng,94,
53N5217,HTX Việt Thắng,94,
53N5225,HTX Việt Thắng,94,
53N5227,HTX Việt Thắng,94,
51B11159,HTX 28,15,
51B11462,HTX 28,15,
51B11607,HTX 28,15,
51B12057,HTX 28,15,
51B12092,HTX 28,15,
51B12278,HTX 28,15,
51B12323,HTX 28,15,
51B12386,HTX 28,15,
51B12405,HTX 28,15,
51B12424,HTX 28,15,
51B13590,HTX 28,15,
51B13612,HTX 28,15,
51B13611,HTX 28,15,
51B08006,HTX 28,73,
51B08077,HTX 28,73,
51B08149,HTX 28,73,
51B08231,HTX 28,73,
51B08285,HTX 28,73,
51B08614,HTX 28,73,
51B08626,HTX 28,73,
51B08634,HTX 28,73,
51B08666,HTX 28,73,
51B08670,HTX 28,73,
51B08692,HTX 28,73,
51B08723,HTX 28,73,
51B08735,HTX 28,73,
51B08750,HTX 28,73,
51B08761,HTX 28,73,
51B21079,HTX 28,84,
51B21089,HTX 28,84,
51B21125,HTX 28,84,
51B21253,HTX 28,84,
51B21257,HTX 28,84,
51B21276,HTX 28,84,
51B21280,HTX 28,84,
51B21304,HTX 28,84,
51B21319,HTX 28,84,
51B21338,HTX 28,84,
51B21348,HTX 28,84,
51B21361,HTX 28,84,
51B21362,HTX 28,84,
51B21377,HTX 28,84,
51B21383,HTX 28,84,
51B21389,HTX 28,84,
51B21394,HTX 28,84,
51B20206,HTX 28,101,
51B20242,HTX 28,101,
51B20268,HTX 28,101,
51B20272,HTX 28,101,
51B20273,HTX 28,101,
51B20274,HTX 28,101,
51B20277,HTX 28,101,
51B20296,HTX 28,101,
51B20301,HTX 28,101,
51B20353,HTX 28,101,
51B20359,HTX 28,101,
51B20391,HTX 28,101,
51B20395,HTX 28,101,
51B20397,HTX 28,101,
51B04725,HTX 28,151,
51B04727,HTX 28,151,
51B04728,HTX 28,151,
51B04729,HTX 28,151,
51B04731,HTX 28,151,
51B04732,HTX 28,151,
51B04733,HTX 28,151,
51B04734,HTX 28,151,
51B04735,HTX 28,151,
51B04736,HTX 28,151,
51B04737,HTX 28,151,
51B04738,HTX 28,151,
51B04739,HTX 28,151,
51B04740,HTX 28,151,
51B08639,HTX 28,151,
51B08757,HTX 28,151,
51B10564,HTX 28,151,
51B10790,HTX 28,151,
51B10862,HTX 28,151,
51B10900,HTX 28,151,
51B13063,HTX 28,151,
51B13095,HTX 28,151,
51B17137,HTX 28,151,
51B17218,HTX 28,151,
51B18330,HTX 28,151,
51B18493,HTX 28,151,
51B23649,HTX 28,151,
51B23775,HTX 28,151,
53N3491,HTX Quyết Tiến,13,
53N3630,HTX Quyết Tiến,13,
53N4267,HTX Quyết Tiến,13,
53N4407,HTX Quyết Tiến,13,
53N4498,HTX Quyết Tiến,13,
53N4642,HTX Quyết Tiến,13,
53N4647,HTX Quyết Tiến,13,
53N4648,HTX Quyết Tiến,13,
53N5312,HTX Quyết Tiến,13,
53N5862,HTX Quyết Tiến,13,
53N6389,HTX Quyết Tiến,13,
53N7453,HTX Quyết Tiến,13,
53N3492,HTX Quyết Tiến,79,
53N3551,HTX Quyết Tiến,79,
53N3573,HTX Quyết Tiến,79,
53N3720,HTX Quyết Tiến,79,
53N3834,HTX Quyết Tiến,79,
53N3982,HTX Quyết Tiến,79,
53N3987,HTX Quyết Tiến,79,
53N4142,HTX Quyết Tiến,79,
53N4143,HTX Quyết Tiến,79,
53N4261,HTX Quyết Tiến,79,
53N4272,HTX Quyết Tiến,79,
53N4500,HTX Quyết Tiến,79,
51B03582,HTX Thanh Sơn,29,
51B04493,HTX Thanh Sơn,29,
51B04617,HTX Thanh Sơn,29,
51B04715,HTX Thanh Sơn,29,
51B04720,HTX Thanh Sơn,29,
51B04917,HTX Thanh Sơn,29,
51B08496,HTX Thanh Sơn,29,
51B08511,HTX Thanh Sơn,29,
51B08517,HTX Thanh Sơn,29,
51B10770,HTX Thanh Sơn,29,
51B10815,HTX Thanh Sơn,29,
51B10987,HTX Thanh Sơn,29,
53N6691,HTX Thanh Sơn,29,
53N6697,HTX Thanh Sơn,29,
53N6700,HTX Thanh Sơn,29,
53N6703,HTX Thanh Sơn,29,
53N6706,HTX Thanh Sơn,29,
53N6707,HTX Thanh Sơn,29,
53N6721,HTX Thanh Sơn,29,
53S1264,HTX Thanh Sơn,29,
53S1306,HTX Thanh Sơn,29,
53S1821,HTX Thanh Sơn,29,
53S1827,HTX Thanh Sơn,29,
53S2557,HTX Thanh Sơn,29,
53N4125,HTX Thanh Sơn,44,
53N4128,HTX Thanh Sơn,44,
51B16595,HTX Thanh Sơn,44,
51B20707,HTX Thanh Sơn,44,
51B20799,HTX Thanh Sơn,44,
51B20600,HTX Thanh Sơn,44,
51B22443,HTX Thanh Sơn,44,
51B22470,HTX Thanh Sơn,44,
51B20652,HTX Thanh Sơn,44,
51B20740,HTX Thanh Sơn,44,
51B21659,HTX Thanh Sơn,46,
51B21824,HTX Thanh Sơn,46,
51B21848,HTX Thanh Sơn,46,
51B21852,HTX Thanh Sơn,46,
51B21870,HTX Thanh Sơn,46,
51B21890,HTX Thanh Sơn,46,
51B21896,HTX Thanh Sơn,46,
51B21905,HTX Thanh Sơn,46,
51B21908,HTX Thanh Sơn,46,
51B21926,HTX Thanh Sơn,46,
51B21935,HTX Thanh Sơn,46,
51B21940,HTX Thanh Sơn,46,
51B21943,HTX Thanh Sơn,46,
51B21982,HTX Thanh Sơn,46,
51B00954,HTX Thanh Sơn,88,
51B03069,HTX Thanh Sơn,88,
51B01250,HTX Thanh Sơn,88,
51B02336,HTX Thanh Sơn,88,
51B02854,HTX Thanh Sơn,88,
51B03271,HTX Thanh Sơn,88,
51B04799,HTX Thanh Sơn,88,
51B05091,HTX Thanh Sơn,88,
51B10220,HTX Thanh Sơn,88,
51B13011,HTX Thanh Sơn,88,
51B13214,HTX Thanh Sơn,88,
51B24813,HTX Thanh Sơn,88,
51B40358,HTX Thanh Sơn,88,
51B40384,HTX Thanh Sơn,88,
53S7621,HTX Thanh Sơn,88,
53S7707,HTX Thanh Sơn,88,
53S7728,HTX Thanh Sơn,88,
53S7736,HTX Thanh Sơn,88,
53S7770,HTX Thanh Sơn,88,
53S7775,HTX Thanh Sơn,88,
53S7803,HTX Thanh Sơn,88,
53S7828,HTX Thanh Sơn,88,
53S7831,HTX Thanh Sơn,88,
53S7832,HTX Thanh Sơn,88,
53S7835,HTX Thanh Sơn,88,
53S7852,HTX Thanh Sơn,88,
53S7855,HTX Thanh Sơn,88,
53S7857,HTX Thanh Sơn,88,
53S7887,HTX Thanh Sơn,88,
53S7895,HTX Thanh Sơn,88,
51B06312,HTX Thanh Sơn,99,
51B06346,HTX Thanh Sơn,99,
51B06343,HTX Thanh Sơn,99,
51B06367,HTX Thanh Sơn,99,
51B06336,HTX Thanh Sơn,99,
51B06446,HTX Thanh Sơn,99,
51B06432,HTX Thanh Sơn,99,
51B06375,HTX Thanh Sơn,99,
51B06402,HTX Thanh Sơn,99,
51B06503,HTX Thanh Sơn,99,
51B06360,HTX Thanh Sơn,99,
51B06369,HTX Thanh Sơn,99,
51B06392,HTX Thanh Sơn,99,
51B06400,HTX Thanh Sơn,99,
51B06436,HTX Thanh Sơn,99,
51B06337,HTX Thanh Sơn,99,
51B06309,HTX Thanh Sơn,99,
51B06430,HTX Thanh Sơn,99,
51B06396,HTX Thanh Sơn,99,
51B06560,HTX Thanh Sơn,99,
51B16477,HTX Thanh Sơn,127,
51B16794,HTX Thanh Sơn,127,
51B40148,HTX Thanh Sơn,127,
51B40134,HTX Thanh Sơn,127,
51B16450,HTX Thanh Sơn,127,
51B16537,HTX Thanh Sơn,127,
51B16513,HTX Thanh Sơn,127,
51B16483,HTX Thanh Sơn,128,
51B16530,HTX Thanh Sơn,128,
51B15961,HTX Thanh Sơn,128,
51B16030,HTX Thanh Sơn,128,
51B16083,HTX Thanh Sơn,128,
51B16060,HTX Thanh Sơn,128,
51B16149,HTX Thanh Sơn,128,
51B22350,HTX Thanh Sơn,146,
51B22467,HTX Thanh Sơn,146,
51B20606,HTX Thanh Sơn,146,
51B20762,HTX Thanh Sơn,146,
51B20556,HTX Thanh Sơn,146,
51B20567,HTX Thanh Sơn,146,
51B22428,HTX Thanh Sơn,146,
51B20677,HTX Thanh Sơn,146,
51B21915,HTX Thanh Sơn,146,
51B22403,HTX Thanh Sơn,146,
51B22489,HTX Thanh Sơn,146,
51B20796,HTX Thanh Sơn,146,
51B22432,HTX Thanh Sơn,146,
51B20427,HTX Thanh Sơn,146,
51B22490,HTX Thanh Sơn,146,
51B06552,HTX 15,57,
51B06540,HTX 15,57,
51B06335,HTX 15,57,
51B06326,HTX 15,57,
51B06570,HTX 15,57,
51B06521,HTX 15,57,
51B06576,HTX 15,57,
51B06444,HTX 15,57,
51B16160,HTX 15,76,
51B16244,HTX 15,76,
51B16357,HTX 15,76,
51B16399,HTX 15,76,
51B16462,HTX 15,76,
51B16475,HTX 15,76,
51B16501,HTX 15,76,
51B16516,HTX 15,76,
51B16536,HTX 15,76,
51B16545,HTX 15,76,
51B16551,HTX 15,76,
51B16580,HTX 15,76,
51B16591,HTX 15,76,
51B16594,HTX 15,76,
51B16695,HTX 15,76,
51B16753,HTX 15,76,
51B16383,HTX 15,89,
51B16426,HTX 15,89,
51B16547,HTX 15,89,
51B16548,HTX 15,89,
51B16581,HTX 15,89,
51B16606,HTX 15,89,
51B16631,HTX 15,89,
51B16637,HTX 15,89,
51B16648,HTX 15,89,
51B16663,HTX 15,89,
51B16668,HTX 15,89,
51B16681,HTX 15,89,
51B25237,HTX 15,89,
51B25318,HTX 15,89,
51B02024,HTX 15,141,
51B06541,HTX 15,141,
51B08374,HTX 15,141,
51B08514,HTX 15,141,
51B16224,HTX 15,141,
51B16596,HTX 15,141,
51B16677,HTX 15,141,
53N9672,HTX 15,141,
53N9674,HTX 15,141,
51B32764,HTX 15,141,
53N9683,HTX 15,141,
53N9691,HTX 15,141,
53N9696,HTX 15,141,
53N9697,HTX 15,141,
53N9830,HTX 15,141,
53S1804,HTX 15,141,
51B40122,HTX 15,141,
53N6693,HTX 15,141,
53N6694,HTX 15,141,
53N6708,HTX 15,141,
51B03749,HTX 15,141,
51B04483,HTX 15,141,
51B04598,HTX 15,141,
51B04675,HTX 15,141,
51B06389,HTX 15,141,
51B05264,HTX 15,141,
51B06593,HTX 15,141,
51B10527,HTX 15,141,
51B15954,HTX 15,141,
53N4034,HTX Quyết Thắng,6,
53N3647,HTX Quyết Thắng,6,
53N3331,HTX Quyết Thắng,6,
53N4815,HTX Quyết Thắng,6,
53N4375,HTX Quyết Thắng,6,
53N8557,HTX Quyết Thắng,6,
53N3424,HTX Quyết Thắng,6,
53N3746,HTX Quyết Thắng,6,
53N3323,HTX Quyết Thắng,6,
53N6176,HTX Quyết Thắng,6,
53N6179,HTX Quyết Thắng,6,
53N6394,HTX Quyết Thắng,6,
53N4339,HTX Quyết Thắng,6,
53N4332,HTX Quyết Thắng,6,
53N4338,HTX Quyết Thắng,6,
53N3792,HTX Quyết Thắng,6,
53N5307,HTX Quyết Thắng,6,
53N4052,HTX Quyết Thắng,10,
51B50233,HTX Quyết Thắng,10,
53N4057,HTX Quyết Thắng,10,
53N4058,HTX Quyết Thắng,10,
53N4059,HTX Quyết Thắng,10,
53N4060,HTX Quyết Thắng,10,
53N4068,HTX Quyết Thắng,10,
53N4070,HTX Quyết Thắng,10,
53N4071,HTX Quyết Thắng,10,
53N4116,HTX Quyết Thắng,10,
53N4220,HTX Quyết Thắng,10,
53N4811,HTX Quyết Thắng,10,
53N4953,HTX Quyết Thắng,10,
51B16762,HTX Quyết Thắng,10,
51B16085,HTX Quyết Thắng,8,
51B16306,HTX Quyết Thắng,8,
51B16309,HTX Quyết Thắng,8,
51B16327,HTX Quyết Thắng,8,
51B16471,HTX Quyết Thắng,8,
51B16482,HTX Quyết Thắng,8,
51B16496,HTX Quyết Thắng,8,
51B16498,HTX Quyết Thắng,8,
51B16560,HTX Quyết Thắng,8,
51B16590,HTX Quyết Thắng,8,
51B16612,HTX Quyết Thắng,8,
51B16649,HTX Quyết Thắng,8,
51B16655,HTX Quyết Thắng,8,
51B16662,HTX Quyết Thắng,8,
